NTID,Host IP,Host Name,Date and Time
dhcarte,10.194.110.6,msws-98227,Dec 13 2012 08:00:00
dhcarte,10.194.110.6,msws-98227,Dec 14 2012 02:00:00
dhcarte,10.13.227.51,msws-56324,Dec 15 2012 02:00:00
dhcarte,10.13.227.51,msws-56324,Dec 16 2012 02:00:00
dhcarte,10.152.28.246,lnxws-68902,Dec 17 2012 02:00:00
dhcarte,10.13.227.51,msws-56324,Dec 18 2012 02:00:00
dhcarte,10.194.110.6,msws-98227,Dec 22 2012 02:00:00
dhcarte,10.152.28.246,lnxws-68902,Dec 23 2012 02:00:00
dhcarte,10.194.110.6,msws-98227,Dec 25 2012 02:00:00
dhcarte,10.13.227.51,msws-56324,Dec 25 2012 04:00:00
dhcarte,10.13.227.51,msws-56324,Dec 26 2012 02:00:00
dhcarte,10.13.227.51,msws-56324,Dec 26 2012 04:00:00
dhcarte,10.152.28.246,lnxws-68902,Dec 26 2012 06:00:00
dhcarte,10.13.227.51,msws-56324,Dec 27 2012 02:00:00
dhcarte,10.13.227.51,msws-56324,Dec 30 2012 02:00:00
dhcarte,10.152.28.246,lnxws-68902,Jan 07 2013 02:00:00
dhcarte,10.13.227.51,msws-56324,Jan 07 2013 04:00:00
dhcarte,10.194.110.6,msws-98227,Jan 11 2013 02:00:00
dhcarte,10.194.110.6,msws-98227,Jan 12 2013 02:00:00
dhcarte,10.152.28.246,lnxws-68902,Jan 13 2013 02:00:00
dhcarte,10.194.110.6,msws-98227,Jan 16 2013 02:00:00
dhcarte,10.194.110.6,msws-98227,Jan 16 2013 04:00:00
dhcarte,10.194.110.6,msws-98227,Jan 16 2013 06:00:00
dhcarte,10.194.110.6,msws-98227,Jan 16 2013 08:00:00
dhcarte,10.13.227.51,msws-56324,Jan 16 2013 10:00:00
dhcarte,10.13.227.51,msws-56324,Jan 21 2013 02:00:00
dhcarte,10.194.110.6,msws-98227,Jan 27 2013 02:00:00
dhcarte,10.194.110.6,msws-98227,Jan 27 2013 04:00:00
dhcarte,10.152.28.246,lnxws-68902,Jan 27 2013 06:00:00
dhcarte,10.13.227.51,msws-56324,Jan 28 2013 02:00:00
dhcarte,10.13.227.51,msws-56324,Jan 28 2013 04:00:00
dhcarte,10.13.227.51,msws-56324,Jan 28 2013 06:00:00
dhcarte,10.194.110.6,msws-98227,Jan 30 2013 02:00:00
dhcarte,10.13.227.51,msws-56324,Jan 30 2013 04:00:00
dhcarte,10.194.110.6,msws-98227,Feb 01 2013 02:00:00
dhcarte,10.194.110.6,msws-98227,Feb 03 2013 02:00:00
dhcarte,10.194.110.6,msws-98227,Feb 05 2013 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 05 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 06 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 07 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 07 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Jan 07 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Jan 09 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 11 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 11 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Jan 11 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 11 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 11 2012 10:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 12 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 13 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 14 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 14 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Jan 14 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 15 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 19 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 19 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Jan 19 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 19 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Jan 19 2012 10:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 20 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 20 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 20 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Jan 20 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Jan 21 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 21 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 21 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Jan 23 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 25 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 25 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Jan 25 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 25 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Jan 28 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 28 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Jan 28 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Feb 03 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 04 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 06 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 07 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 07 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Feb 07 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Feb 11 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 11 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Feb 13 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 14 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Feb 14 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Feb 14 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Feb 18 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 19 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 19 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Feb 19 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Feb 22 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 22 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Feb 22 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Feb 24 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Feb 24 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Feb 29 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Mar 04 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 05 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 05 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Mar 05 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Mar 05 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 06 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Mar 07 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 09 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Mar 10 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Mar 10 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Mar 10 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Mar 10 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 10 2012 10:00:00
thdamian,10.58.235.51,msws-46624,Mar 14 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 23 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 23 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Mar 24 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 24 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 27 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Mar 28 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 29 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Mar 29 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Mar 29 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 30 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Mar 30 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 01 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 05 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Apr 11 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 11 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Apr 11 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 12 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Apr 14 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Apr 14 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 15 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 17 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 19 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 20 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Apr 21 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 24 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 26 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Apr 28 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 28 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 28 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Apr 28 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Apr 29 2012 02:00:00
thdamian,10.58.235.51,msws-46624,May 03 2012 02:00:00
thdamian,10.58.235.51,msws-46624,May 03 2012 04:00:00
thdamian,10.58.235.51,msws-46624,May 03 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,May 10 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,May 10 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,May 12 2012 02:00:00
thdamian,10.58.235.51,msws-46624,May 14 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,May 14 2012 04:00:00
thdamian,10.58.235.51,msws-46624,May 14 2012 06:00:00
thdamian,10.58.235.51,msws-46624,May 15 2012 02:00:00
thdamian,10.58.235.51,msws-46624,May 16 2012 02:00:00
thdamian,10.58.235.51,msws-46624,May 18 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,May 18 2012 04:00:00
thdamian,10.58.235.51,msws-46624,May 18 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,May 18 2012 08:00:00
thdamian,10.58.235.51,msws-46624,May 19 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,May 20 2012 02:00:00
thdamian,10.58.235.51,msws-46624,May 20 2012 04:00:00
thdamian,10.58.235.51,msws-46624,May 20 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,May 25 2012 02:00:00
thdamian,10.58.235.51,msws-46624,May 26 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,May 30 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jun 03 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 09 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 10 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 10 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 10 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Jun 11 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jun 11 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 11 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 11 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Jun 12 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jun 12 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Jun 12 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 12 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 14 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 15 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jun 15 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 15 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 16 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jun 18 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jun 18 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Jun 21 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 23 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jun 24 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jun 26 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 02 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 04 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jul 04 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 04 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 04 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Jul 04 2012 10:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 05 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 05 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 07 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jul 13 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jul 13 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 13 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 14 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jul 14 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Jul 15 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 15 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 16 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 16 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 16 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Jul 17 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 27 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jul 27 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jul 28 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 01 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 03 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 05 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 08 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 08 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 08 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 08 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Aug 08 2012 10:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 10 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Aug 11 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 12 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 12 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Aug 12 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 12 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Aug 14 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 15 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 16 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 16 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 16 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Aug 16 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Aug 16 2012 10:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 20 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 21 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 21 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Aug 21 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Aug 21 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 24 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 24 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 24 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Aug 24 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 25 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Aug 25 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Aug 25 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Aug 28 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Sep 01 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Sep 01 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Sep 02 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Sep 06 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Sep 14 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Sep 24 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Sep 25 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Sep 25 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Sep 25 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Sep 25 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 01 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 01 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Oct 02 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 03 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 04 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 05 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 09 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 13 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 15 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 15 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 15 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 15 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Oct 15 2012 10:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 18 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 20 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 20 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 20 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Oct 22 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 23 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Oct 25 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 25 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Oct 25 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 25 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 29 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 29 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 29 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 29 2012 08:00:00
thdamian,10.58.235.51,msws-46624,Oct 29 2012 10:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 31 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 31 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 31 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Oct 31 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Oct 31 2012 10:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 01 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 01 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 01 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 03 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Nov 03 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Nov 03 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 03 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 05 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 05 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Nov 05 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Nov 08 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Nov 09 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 09 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Nov 11 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Nov 13 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 13 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 13 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Nov 13 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 13 2012 10:00:00
thdamian,10.58.235.51,msws-46624,Nov 15 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Nov 19 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 21 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 21 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Nov 22 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Nov 23 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Nov 25 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Nov 29 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Nov 29 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Dec 02 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 06 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Dec 06 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 06 2012 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 07 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Dec 10 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 10 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 10 2012 06:00:00
thdamian,10.58.235.51,msws-46624,Dec 10 2012 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 21 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 21 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 25 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Dec 25 2012 04:00:00
thdamian,10.58.235.51,msws-46624,Dec 26 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 26 2012 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 27 2012 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Dec 31 2012 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 01 2013 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 03 2013 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 03 2013 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 03 2013 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 03 2013 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 03 2013 10:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 05 2013 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 05 2013 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 05 2013 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 05 2013 08:00:00
thdamian,10.58.235.51,msws-46624,Jan 05 2013 10:00:00
thdamian,10.58.235.51,msws-46624,Jan 10 2013 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 11 2013 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 12 2013 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 12 2013 04:00:00
thdamian,10.58.235.51,msws-46624,Jan 12 2013 06:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 13 2013 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 14 2013 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 14 2013 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 14 2013 06:00:00
thdamian,10.58.235.51,msws-46624,Jan 14 2013 08:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 15 2013 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 15 2013 04:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 19 2013 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 21 2013 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Jan 24 2013 02:00:00
thdamian,10.58.235.51,msws-46624,Jan 26 2013 02:00:00
thdamian,10.136.224.73,ms-svr-63404,Feb 05 2013 02:00:00
thdamian,10.58.235.51,msws-46624,Feb 05 2013 04:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 01 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 05 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 05 2012 04:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 05 2012 06:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 06 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 06 2012 04:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 06 2012 06:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 06 2012 08:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 06 2012 10:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 08 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 08 2012 04:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 10 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 11 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 16 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 18 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 19 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 19 2012 04:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 19 2012 06:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 19 2012 08:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 20 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 20 2012 04:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 20 2012 06:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 20 2012 08:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 22 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 23 2012 02:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 23 2012 04:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 23 2012 06:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 23 2012 08:00:00
vjbatteiger,10.39.155.107,lnx-svr-10861,Jan 26 2012 02:00:00
